acc,agent,n_alt,seed
0.1689485069097332,S0-L0,0,0
0.18046413425324112,S1-L0,0,0
0.4034222810470938,S1-L1,126,0
0.2350282860656923,S1-L_alt,1,0
0.27108848021767673,S1-L_alt,2,0
0.29836155193338804,S1-L_alt,3,0
0.3187647588201915,S1-L_alt,4,0
0.3358498306181872,S1-L_alt,5,0
0.3494597015470467,S1-L_alt,6,0
0.3609728462197401,S1-L_alt,7,0
0.3708327730777538,S1-L_alt,8,0
0.3791041473654533,S1-L_alt,9,0
0.3862445282526548,S1-L_alt,10,0
0.3924379001455,S1-L_alt,11,0
0.3978032390337533,S1-L_alt,12,0
0.4024438691479775,S1-L_alt,13,0
0.40641770662533294,S1-L_alt,14,0
0.4099543829808794,S1-L_alt,15,0
0.4130933805247631,S1-L_alt,16,0
0.4158404157961788,S1-L_alt,17,0
0.4183191220525094,S1-L_alt,18,0
0.4205739642666656,S1-L_alt,19,0
0.4225696792805636,S1-L_alt,20,0
0.4243639887139896,S1-L_alt,21,0
0.426020198729309,S1-L_alt,22,0
0.4275629523143978,S1-L_alt,23,0
0.4289894611153256,S1-L_alt,24,0
0.430312591976585,S1-L_alt,25,0
0.4315056335507873,S1-L_alt,26,0
0.4326323100790447,S1-L_alt,27,0
0.43368617033096396,S1-L_alt,28,0
0.4346751238401811,S1-L_alt,29,0
0.4356069341836909,S1-L_alt,30,0
0.43646239904763373,S1-L_alt,31,0
0.4372693368606599,S1-L_alt,32,0
0.4380323459519831,S1-L_alt,33,0
0.43875541057830253,S1-L_alt,34,0
0.4394410281124523,S1-L_alt,35,0
0.44009762594385976,S1-L_alt,36,0
0.44072054489901774,S1-L_alt,37,0
0.4413097801879017,S1-L_alt,38,0
0.4418592076265566,S1-L_alt,39,0
0.4423833452632385,S1-L_alt,40,0
0.4428813334997871,S1-L_alt,41,0
0.4433418961470246,S1-L_alt,42,0
0.4437796313822295,S1-L_alt,43,0
0.4442003124420584,S1-L_alt,44,0
0.4446063635017497,S1-L_alt,45,0
0.444993924794435,S1-L_alt,46,0
0.4453673445542517,S1-L_alt,47,0
0.4457270014194247,S1-L_alt,48,0
0.4460710668977188,S1-L_alt,49,0
0.4464024492514983,S1-L_alt,50,0
0.4467185838481492,S1-L_alt,51,0
0.4470205772272087,S1-L_alt,52,0
0.4473101617154313,S1-L_alt,53,0
0.4475785657805216,S1-L_alt,54,0
0.4478174454523621,S1-L_alt,55,0
0.4480475539990648,S1-L_alt,56,0
0.4482688797132001,S1-L_alt,57,0
0.4484652495530712,S1-L_alt,58,0
0.4486548395448669,S1-L_alt,59,0
0.4488342393823516,S1-L_alt,60,0
0.4490045530650236,S1-L_alt,61,0
0.4491692826687927,S1-L_alt,62,0
0.4493287019258419,S1-L_alt,63,0
0.4494830666710961,S1-L_alt,64,0
0.449268534905221,S1-L_alt,65,0
0.449079723548212,S1-L_alt,66,0
0.4489117295350717,S1-L_alt,67,0
0.44875981116746105,S1-L_alt,68,0
0.4486249465057523,S1-L_alt,69,0
0.4485017723305116,S1-L_alt,70,0
0.4483918841758975,S1-L_alt,71,0
0.4482937483688324,S1-L_alt,72,0
0.4482060415680534,S1-L_alt,73,0
0.4481276168500228,S1-L_alt,74,0
0.4480574760834484,S1-L_alt,75,0
0.4479947472786751,S1-L_alt,76,0
0.4479386659021841,S1-L_alt,77,0
0.4478885593735837,S1-L_alt,78,0
0.4478438341337575,S1-L_alt,79,0
0.44779970382856,S1-L_alt,80,0
0.4477601014484109,S1-L_alt,81,0
0.4477246053206894,S1-L_alt,82,0
0.4476928389468275,S1-L_alt,83,0
0.4476644653667443,S1-L_alt,84,0
0.4476391823307355,S1-L_alt,85,0
0.447616718148154,S1-L_alt,86,0
0.4475968281057357,S1-L_alt,87,0
0.4475792913672964,S1-L_alt,88,0
0.4475639082817488,S1-L_alt,89,0
0.4475504980387223,S1-L_alt,90,0
0.4475366251835466,S1-L_alt,91,0
0.4475221828404946,S1-L_alt,92,0
0.4475093580331937,S1-L_alt,93,0
0.447498024339456,S1-L_alt,94,0
0.4474880662721464,S1-L_alt,95,0
0.4463207849581421,S1-L_alt,96,0
0.4452708399462779,S1-L_alt,97,0
0.4443195762437455,S1-L_alt,98,0
0.4434502913984283,S1-L_alt,99,0
0.4417295711225595,S1-L_alt,100,0
0.4402373012882058,S1-L_alt,101,0
0.4389211539852505,S1-L_alt,102,0
0.4377450524633869,S1-L_alt,103,0
0.43668308797462063,S1-L_alt,104,0
0.4357160236731691,S1-L_alt,105,0
0.4348291763660949,S1-L_alt,106,0
0.4340110753192311,S1-L_alt,107,0
0.43325258080885576,S1-L_alt,108,0
0.4325462860037391,S1-L_alt,109,0
0.4318860997012874,S1-L_alt,110,0
0.4312669480925333,S1-L_alt,111,0
0.43068455700047137,S1-L_alt,112,0
0.43013528983566707,S1-L_alt,113,0
0.4296064092244298,S1-L_alt,114,0
0.4290907697828229,S1-L_alt,115,0
0.42860180837972,S1-L_alt,116,0
0.4270788145724341,S1-L_alt,117,0
0.42582058064993616,S1-L_alt,118,0
0.4247489666479528,S1-L_alt,119,0
0.4238089521259317,S1-L_alt,120,0
0.421744024196057,S1-L_alt,121,0
0.4139656114955697,S1-L_alt,122,0
0.4051373484255999,S1-L_alt,123,0
0.3983655593390106,S1-L_alt,124,0
0.38449611617010665,S1-L_alt,125,0
0.3591907954243459,S1-L_alt,126,0
0.166040131787482,S0-L0,0,1
0.17929950602297404,S1-L0,0,1
0.3884317870016018,S1-L1,126,1
0.23406469368133806,S1-L_alt,1,1
0.2684301281056733,S1-L_alt,2,1
0.2934735758383902,S1-L_alt,3,1
0.31289623162245583,S1-L_alt,4,1
0.3282917559978539,S1-L_alt,5,1
0.340944733590357,S1-L_alt,6,1
0.35157577312039395,S1-L_alt,7,1
0.3605607469120488,S1-L_alt,8,1
0.3683277571364515,S1-L_alt,9,1
0.3749746048371365,S1-L_alt,10,1
0.38090816189156185,S1-L_alt,11,1
0.3862963417271107,S1-L_alt,12,1
0.3908796145336295,S1-L_alt,13,1
0.3949701552316715,S1-L_alt,14,1
0.3986548516282882,S1-L_alt,15,1
0.4019458995641053,S1-L_alt,16,1
0.404954432323431,S1-L_alt,17,1
0.4077177523888095,S1-L_alt,18,1
0.4102480209030688,S1-L_alt,19,1
0.4125368228734525,S1-L_alt,20,1
0.4146370843339761,S1-L_alt,21,1
0.4165819508000079,S1-L_alt,22,1
0.4183636484650993,S1-L_alt,23,1
0.4200164839601069,S1-L_alt,24,1
0.4215415516439817,S1-L_alt,25,1
0.4229685222848392,S1-L_alt,26,1
0.42430169416750746,S1-L_alt,27,1
0.4255460805103942,S1-L_alt,28,1
0.4267097759056281,S1-L_alt,29,1
0.4278064786078805,S1-L_alt,30,1
0.42884144115235545,S1-L_alt,31,1
0.4298196917864488,S1-L_alt,32,1
0.4307387592354708,S1-L_alt,33,1
0.4316074880050837,S1-L_alt,34,1
0.4324215859927624,S1-L_alt,35,1
0.43319304200300857,S1-L_alt,36,1
0.43391243913251504,S1-L_alt,37,1
0.4345839537740669,S1-L_alt,38,1
0.43521924785299104,S1-L_alt,39,1
0.4358245824427294,S1-L_alt,40,1
0.43640022150293656,S1-L_alt,41,1
0.43693418719802696,S1-L_alt,42,1
0.4374404406323527,S1-L_alt,43,1
0.43792508347262976,S1-L_alt,44,1
0.4383878818161676,S1-L_alt,45,1
0.4388245038875765,S1-L_alt,46,1
0.4392402279496935,S1-L_alt,47,1
0.4396339333884065,S1-L_alt,48,1
0.4399983001892886,S1-L_alt,49,1
0.4403364943791301,S1-L_alt,50,1
0.4406581083702641,S1-L_alt,51,1
0.4409681993239144,S1-L_alt,52,1
0.4412649050253215,S1-L_alt,53,1
0.4415512467735951,S1-L_alt,54,1
0.4418270105397048,S1-L_alt,55,1
0.4420937815595803,S1-L_alt,56,1
0.4423499916720527,S1-L_alt,57,1
0.4425950253136829,S1-L_alt,58,1
0.4428241229864931,S1-L_alt,59,1
0.4430456708009083,S1-L_alt,60,1
0.44325891712950144,S1-L_alt,61,1
0.4434657320126306,S1-L_alt,62,1
0.4436621093831897,S1-L_alt,63,1
0.4438520538485893,S1-L_alt,64,1
0.4438391106275194,S1-L_alt,65,1
0.4438501426693949,S1-L_alt,66,1
0.443862058805488,S1-L_alt,67,1
0.4438794537864055,S1-L_alt,68,1
0.4439008626292861,S1-L_alt,69,1
0.4439253227220901,S1-L_alt,70,1
0.4439521811424472,S1-L_alt,71,1
0.443980971640576,S1-L_alt,72,1
0.4440113385897969,S1-L_alt,73,1
0.4440429987161428,S1-L_alt,74,1
0.4440694805069201,S1-L_alt,75,1
0.4440913132894352,S1-L_alt,76,1
0.44411438766160705,S1-L_alt,77,1
0.4441383642507057,S1-L_alt,78,1
0.4441587923256221,S1-L_alt,79,1
0.4441762606145791,S1-L_alt,80,1
0.44418857024961056,S1-L_alt,81,1
0.4441992655542907,S1-L_alt,82,1
0.4442107933477719,S1-L_alt,83,1
0.44422306051736304,S1-L_alt,84,1
0.4442359833908087,S1-L_alt,85,1
0.444249486649149,S1-L_alt,86,1
0.4442635023910085,S1-L_alt,87,1
0.4442779693218665,S1-L_alt,88,1
0.4442928320476996,S1-L_alt,89,1
0.4443080404566373,S1-L_alt,90,1
0.4443206654668021,S1-L_alt,91,1
0.4443335216614837,S1-L_alt,92,1
0.4443455175847285,S1-L_alt,93,1
0.4443371646657263,S1-L_alt,94,1
0.4443412982549745,S1-L_alt,95,1
0.4432860345914824,S1-L_alt,96,1
0.4423367270455811,S1-L_alt,97,1
0.4414746688817604,S1-L_alt,98,1
0.4406877928319903,S1-L_alt,99,1
0.439964491589006,S1-L_alt,100,1
0.43929738253815054,S1-L_alt,101,1
0.4386795318380433,S1-L_alt,102,1
0.43810480431623217,S1-L_alt,103,1
0.43756801938895584,S1-L_alt,104,1
0.4370648859402403,S1-L_alt,105,1
0.4356343737115025,S1-L_alt,106,1
0.4344161083618643,S1-L_alt,107,1
0.4333566165289595,S1-L_alt,108,1
0.4324206078631556,S1-L_alt,109,1
0.43158341235526426,S1-L_alt,110,1
0.4301631293474968,S1-L_alt,111,1
0.4281643229650852,S1-L_alt,112,1
0.4264863435937076,S1-L_alt,113,1
0.4250219891099104,S1-L_alt,114,1
0.4237110453932373,S1-L_alt,115,1
0.4225121700588149,S1-L_alt,116,1
0.4214151582205717,S1-L_alt,117,1
0.4204025062677375,S1-L_alt,118,1
0.4190527256895876,S1-L_alt,119,1
0.4177956711183661,S1-L_alt,120,1
0.4143136180955308,S1-L_alt,121,1
0.4087543277980696,S1-L_alt,122,1
0.3954874440034857,S1-L_alt,123,1
0.38577588723388595,S1-L_alt,124,1
0.3699168110726304,S1-L_alt,125,1
0.35120640307827755,S1-L_alt,126,1
0.2064605003291639,S0-L0,0,2
0.21465835240599174,S1-L0,0,2
0.5138821173248753,S1-L1,126,2
0.2880325025707702,S1-L_alt,1,2
0.3350981985581927,S1-L_alt,2,2
0.3690499244417567,S1-L_alt,3,2
0.3945249213401093,S1-L_alt,4,2
0.4146270890249895,S1-L_alt,5,2
0.4308438119639436,S1-L_alt,6,2
0.4440358127257492,S1-L_alt,7,2
0.4544812752570115,S1-L_alt,8,2
0.4630714899186966,S1-L_alt,9,2
0.4704396782460167,S1-L_alt,10,2
0.4768435998064065,S1-L_alt,11,2
0.4823292946516695,S1-L_alt,12,2
0.4869941959165751,S1-L_alt,13,2
0.4910930988587189,S1-L_alt,14,2
0.4947125219799029,S1-L_alt,15,2
0.4979392155075443,S1-L_alt,16,2
0.5007926778122785,S1-L_alt,17,2
0.5034025472148447,S1-L_alt,18,2
0.5057840606449531,S1-L_alt,19,2
0.5079643715854649,S1-L_alt,20,2
0.5099594735892677,S1-L_alt,21,2
0.5117944712273881,S1-L_alt,22,2
0.5134752232987342,S1-L_alt,23,2
0.5150292234765451,S1-L_alt,24,2
0.5164703567739225,S1-L_alt,25,2
0.5178105408662396,S1-L_alt,26,2
0.5190513521776012,S1-L_alt,27,2
0.5201750681463555,S1-L_alt,28,2
0.5212191569283705,S1-L_alt,29,2
0.5221931042022299,S1-L_alt,30,2
0.5231088829587974,S1-L_alt,31,2
0.5239418719261093,S1-L_alt,32,2
0.5247044890462373,S1-L_alt,33,2
0.5254253241551539,S1-L_alt,34,2
0.526107725675677,S1-L_alt,35,2
0.5267546928372596,S1-L_alt,36,2
0.5273689201376596,S1-L_alt,37,2
0.5279528351639926,S1-L_alt,38,2
0.5285086309051218,S1-L_alt,39,2
0.5290382934714476,S1-L_alt,40,2
0.5295436259676776,S1-L_alt,41,2
0.5300262691286243,S1-L_alt,42,2
0.5304877192197442,S1-L_alt,43,2
0.5309293436169911,S1-L_alt,44,2
0.5313523944101456,S1-L_alt,45,2
0.5317580203165528,S1-L_alt,46,2
0.5321472771454839,S1-L_alt,47,2
0.5325211370150296,S1-L_alt,48,2
0.5328804964918608,S1-L_alt,49,2
0.5332261837980902,S1-L_alt,50,2
0.5335589652077771,S1-L_alt,51,2
0.5338795507375419,S1-L_alt,52,2
0.5341885992206209,S1-L_alt,53,2
0.5344867228409954,S1-L_alt,54,2
0.5347744911935134,S1-L_alt,55,2
0.5350524349268817,S1-L_alt,56,2
0.5353210490187227,S1-L_alt,57,2
0.5355739050702781,S1-L_alt,58,2
0.5358068742252758,S1-L_alt,59,2
0.5360326706644187,S1-L_alt,60,2
0.536251641892837,S1-L_alt,61,2
0.5364574521734,S1-L_alt,62,2
0.5366528410269735,S1-L_alt,63,2
0.5363174771881206,S1-L_alt,64,2
0.5360153906807419,S1-L_alt,65,2
0.5357461805803769,S1-L_alt,66,2
0.5355056727026378,S1-L_alt,67,2
0.5352903346732008,S1-L_alt,68,2
0.5350942792681895,S1-L_alt,69,2
0.5349178978196125,S1-L_alt,70,2
0.5347589716438901,S1-L_alt,71,2
0.53461558241174,S1-L_alt,72,2
0.5344860641649701,S1-L_alt,73,2
0.5343689641636156,S1-L_alt,74,2
0.5342630107309523,S1-L_alt,75,2
0.5341670866853417,S1-L_alt,76,2
0.5340802072633558,S1-L_alt,77,2
0.5340015016769939,S1-L_alt,78,2
0.5339301976294129,S1-L_alt,79,2
0.5338656082530703,S1-L_alt,80,2
0.5338071210421192,S1-L_alt,81,2
0.5337541884350024,S1-L_alt,82,2
0.5337063197691954,S1-L_alt,83,2
0.5336630743821494,S1-L_alt,84,2
0.5336240556738842,S1-L_alt,85,2
0.5335889059797346,S1-L_alt,86,2
0.533557302128329,S1-L_alt,87,2
0.5335289515813105,S1-L_alt,88,2
0.533503589068719,S1-L_alt,89,2
0.5334809736481275,S1-L_alt,90,2
0.5334608861272541,S1-L_alt,91,2
0.5334431267993044,S1-L_alt,92,2
0.5334275134482027,S1-L_alt,93,2
0.5334138795873989,S1-L_alt,94,2
0.5333997387105112,S1-L_alt,95,2
0.5333873321494289,S1-L_alt,96,2
0.5329476456625996,S1-L_alt,97,2
0.5325341070863665,S1-L_alt,98,2
0.532144534936847,S1-L_alt,99,2
0.5317769823946225,S1-L_alt,100,2
0.5314297065221819,S1-L_alt,101,2
0.5311011422173983,S1-L_alt,102,2
0.5307898800720566,S1-L_alt,103,2
0.5304946474673112,S1-L_alt,104,2
0.5302142923657118,S1-L_alt,105,2
0.5299477693603315,S1-L_alt,106,2
0.5296941276216733,S1-L_alt,107,2
0.5294525004470896,S1-L_alt,108,2
0.5292220961689071,S1-L_alt,109,2
0.529002190219034,S1-L_alt,110,2
0.528792118181572,S1-L_alt,111,2
0.5285912696924986,S1-L_alt,112,2
0.5283990830680427,S1-L_alt,113,2
0.52821504056196,S1-L_alt,114,2
0.5280367356648241,S1-L_alt,115,2
0.5278656870316996,S1-L_alt,116,2
0.5270187599015543,S1-L_alt,117,2
0.5262499352921918,S1-L_alt,118,2
0.5255455268426735,S1-L_alt,119,2
0.5248946362517021,S1-L_alt,120,2
0.5235799793488772,S1-L_alt,121,2
0.5217313071836902,S1-L_alt,122,2
0.5122372381129129,S1-L_alt,123,2
0.5048985834164683,S1-L_alt,124,2
0.4974848852088938,S1-L_alt,125,2
0.4648046575128088,S1-L_alt,126,2
0.20412110062663055,S0-L0,0,3
0.21182538437734053,S1-L0,0,3
0.5372984414559778,S1-L1,126,3
0.2852518291633103,S1-L_alt,1,3
0.3348610013979214,S1-L_alt,2,3
0.37100232777980496,S1-L_alt,3,3
0.3984798467439628,S1-L_alt,4,3
0.4193673570067153,S1-L_alt,5,3
0.4357996505988841,S1-L_alt,6,3
0.4499565852175965,S1-L_alt,7,3
0.4616133546103656,S1-L_alt,8,3
0.4713975184188336,S1-L_alt,9,3
0.4800381179520438,S1-L_alt,10,3
0.4872543733182721,S1-L_alt,11,3
0.4934707165183838,S1-L_alt,12,3
0.4990152672142454,S1-L_alt,13,3
0.504008501252107,S1-L_alt,14,3
0.5084094618900555,S1-L_alt,15,3
0.5123849924699374,S1-L_alt,16,3
0.5159658662563729,S1-L_alt,17,3
0.5192101995448186,S1-L_alt,18,3
